source,body_name,corner_label,morph,q,stage_index,user_stage,pole_freq_hz,pole_radius,zero_freq_hz,zero_radius,c0,c1,c2,c3,c4,stage_peak_db,cancellation_db,role,source_file
compiled-v1,filter_001,M100_Q100,1.0,1.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,tmp\filter_001.compiled.json
compiled-v1,filter_001,M100_Q100,1.0,1.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,tmp\filter_001.compiled.json
compiled-v1,filter_001,M100_Q100,1.0,1.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,tmp\filter_001.compiled.json
compiled-v1,filter_001,M100_Q100,1.0,1.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,tmp\filter_001.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M0_Q0,0.0,0.0,0,S1,,,,,0.005022224970161915,0.01004444994032383,0.005022224970161915,-1.7543110847473145,0.774399995803833,-39.87,-88.97,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M0_Q0,0.0,0.0,1,S2,,,,,1.5848931670188904,0.0,8.201599399626502e-09,-1.8058302402496338,0.8464000307083133,-0.42,-4.25,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M0_Q0,0.0,0.0,2,S3,,,,,0.0036461041308939457,0.007292208261787891,0.0036461041308939457,-1.7598155736923218,0.774399995803833,-42.68,-91.78,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M0_Q0,0.0,0.0,3,S4,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M0_Q0,0.0,0.0,4,S5,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M0_Q0,0.0,0.0,5,S6,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M0_Q0,0.0,0.0,6,S7,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M0_Q0,0.0,0.0,7,S8,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M0_Q0,0.0,0.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M0_Q0,0.0,0.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M0_Q0,0.0,0.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M0_Q0,0.0,0.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M0_Q100,0.0,1.0,0,S1,,,,,0.005022224970161915,0.01004444994032383,0.005022224970161915,-1.7543110847473145,0.774399995803833,-39.87,-88.97,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M0_Q100,0.0,1.0,1,S2,,,,,1.5848931670188904,0.0,8.201599399626502e-09,-1.8058302402496338,0.8464000307083133,-0.42,-4.25,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M0_Q100,0.0,1.0,2,S3,,,,,0.0036461041308939457,0.007292208261787891,0.0036461041308939457,-1.7598155736923218,0.774399995803833,-42.68,-91.78,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M0_Q100,0.0,1.0,3,S4,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M0_Q100,0.0,1.0,4,S5,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M0_Q100,0.0,1.0,5,S6,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M0_Q100,0.0,1.0,6,S7,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M0_Q100,0.0,1.0,7,S8,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M0_Q100,0.0,1.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M0_Q100,0.0,1.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M0_Q100,0.0,1.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M0_Q100,0.0,1.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M100_Q0,1.0,0.0,0,S1,,,,,0.1930917501449585,0.386183500289917,0.1930917501449585,-1.002032995223999,0.774399995803833,-4.03,-51.57,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M100_Q0,1.0,0.0,1,S2,,,,,2.818382978439331,0.0,8.201599399626502e-09,-1.556036353111267,0.8464000307083133,5.98,1.33,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M100_Q0,1.0,0.0,2,S3,,,,,0.003784406930208206,0.007568813860416412,0.003784406930208206,-1.7592623233795166,0.774399995803833,-42.35,-91.46,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M100_Q0,1.0,0.0,3,S4,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M100_Q0,1.0,0.0,4,S5,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M100_Q0,1.0,0.0,5,S6,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M100_Q0,1.0,0.0,6,S7,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M100_Q0,1.0,0.0,7,S8,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M100_Q0,1.0,0.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M100_Q0,1.0,0.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M100_Q0,1.0,0.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M100_Q0,1.0,0.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M100_Q100,1.0,1.0,0,S1,,,,,0.1930917501449585,0.386183500289917,0.1930917501449585,-1.002032995223999,0.774399995803833,-4.03,-51.57,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M100_Q100,1.0,1.0,1,S2,,,,,2.818382978439331,0.0,8.201599399626502e-09,-1.556036353111267,0.8464000307083133,5.98,1.33,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M100_Q100,1.0,1.0,2,S3,,,,,0.003784406930208206,0.007568813860416412,0.003784406930208206,-1.7592623233795166,0.774399995803833,-42.35,-91.46,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M100_Q100,1.0,1.0,3,S4,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M100_Q100,1.0,1.0,4,S5,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M100_Q100,1.0,1.0,5,S6,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M100_Q100,1.0,1.0,6,S7,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M100_Q100,1.0,1.0,7,S8,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M100_Q100,1.0,1.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M100_Q100,1.0,1.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M100_Q100,1.0,1.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,tmp\filter_001_variant.compiled.json
compiled-v1,filter_001_variant_hp_to_lp,M100_Q100,1.0,1.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,tmp\filter_001_variant.compiled.json
compiled-v1,air_choke,M0_Q0,0.0,0.0,0,S1,,,,,1.0,-0.7647317722439766,0.27891601622104645,-0.8535098433494568,0.299072265625,19.87,-10.15,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M0_Q0,0.0,0.0,1,S2,,,,,1.0,-0.31214073300361633,0.03999998381110803,-0.732841432094574,0.22048502376052515,20.05,-6.35,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M0_Q0,0.0,0.0,2,S3,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M0_Q0,0.0,0.0,3,S4,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M0_Q0,0.0,0.0,4,S5,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M0_Q0,0.0,0.0,5,S6,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M0_Q0,0.0,0.0,6,S7,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M0_Q0,0.0,0.0,7,S8,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M0_Q0,0.0,0.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M0_Q0,0.0,0.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M0_Q0,0.0,0.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M0_Q0,0.0,0.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M0_Q100,0.0,1.0,0,S1,,,,,1.0,-0.7647317722439766,0.27891601622104645,-0.8535098433494568,0.299072265625,19.87,-10.15,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M0_Q100,0.0,1.0,1,S2,,,,,1.0,-0.31214073300361633,0.03999998381110803,-0.732841432094574,0.22048502376052515,20.05,-6.35,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M0_Q100,0.0,1.0,2,S3,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M0_Q100,0.0,1.0,3,S4,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M0_Q100,0.0,1.0,4,S5,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M0_Q100,0.0,1.0,5,S6,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M0_Q100,0.0,1.0,6,S7,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M0_Q100,0.0,1.0,7,S8,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M0_Q100,0.0,1.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M0_Q100,0.0,1.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M0_Q100,0.0,1.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M0_Q100,0.0,1.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M100_Q0,1.0,0.0,0,S1,,,,,1.0,-1.1313890889286995,0.3306250013411045,-1.2088319063186646,0.390625,11.96,-19.21,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M100_Q0,1.0,0.0,1,S2,,,,,1.0,-0.38682615756988525,0.039999965460310705,-1.0132719278335571,0.2744607514453037,12.96,-8.5,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M100_Q0,1.0,0.0,2,S3,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M100_Q0,1.0,0.0,3,S4,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M100_Q0,1.0,0.0,4,S5,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M100_Q0,1.0,0.0,5,S6,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M100_Q0,1.0,0.0,6,S7,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M100_Q0,1.0,0.0,7,S8,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M100_Q0,1.0,0.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M100_Q0,1.0,0.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M100_Q0,1.0,0.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M100_Q0,1.0,0.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M100_Q100,1.0,1.0,0,S1,,,,,1.0,-1.1313890889286995,0.3306250013411045,-1.2088319063186646,0.390625,11.96,-19.21,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M100_Q100,1.0,1.0,1,S2,,,,,1.0,-0.38682615756988525,0.039999965460310705,-1.0132719278335571,0.2744607514453037,12.96,-8.5,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M100_Q100,1.0,1.0,2,S3,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M100_Q100,1.0,1.0,3,S4,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M100_Q100,1.0,1.0,4,S5,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M100_Q100,1.0,1.0,5,S6,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M100_Q100,1.0,1.0,6,S7,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M100_Q100,1.0,1.0,7,S8,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M100_Q100,1.0,1.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M100_Q100,1.0,1.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M100_Q100,1.0,1.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M100_Q100,1.0,1.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.peak_shelf.raw.compiled.json
compiled-v1,air_choke,M0_Q0,0.0,0.0,0,S1,,,,,1.0,-0.7647317722439766,0.27891601622104645,-0.8535098433494568,0.299072265625,19.87,-10.15,,trench-juce\plugin\assets\cartridges\air_choke.raw.compiled.json
compiled-v1,air_choke,M0_Q0,0.0,0.0,1,S2,,,,,1.0,-0.31214073300361633,0.03999998381110803,-0.732841432094574,0.22048502376052515,20.05,-6.35,,trench-juce\plugin\assets\cartridges\air_choke.raw.compiled.json
compiled-v1,air_choke,M0_Q0,0.0,0.0,2,S3,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.raw.compiled.json
compiled-v1,air_choke,M0_Q0,0.0,0.0,3,S4,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.raw.compiled.json
compiled-v1,air_choke,M0_Q0,0.0,0.0,4,S5,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.raw.compiled.json
compiled-v1,air_choke,M0_Q0,0.0,0.0,5,S6,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.raw.compiled.json
compiled-v1,air_choke,M0_Q0,0.0,0.0,6,S7,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.raw.compiled.json
compiled-v1,air_choke,M0_Q0,0.0,0.0,7,S8,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.raw.compiled.json
compiled-v1,air_choke,M0_Q0,0.0,0.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.raw.compiled.json
compiled-v1,air_choke,M0_Q0,0.0,0.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.raw.compiled.json
compiled-v1,air_choke,M0_Q0,0.0,0.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.raw.compiled.json
compiled-v1,air_choke,M0_Q0,0.0,0.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.raw.compiled.json
compiled-v1,air_choke,M0_Q100,0.0,1.0,0,S1,,,,,1.0,-0.7647317722439766,0.27891601622104645,-0.8535098433494568,0.299072265625,19.87,-10.15,,trench-juce\plugin\assets\cartridges\air_choke.raw.compiled.json
compiled-v1,air_choke,M0_Q100,0.0,1.0,1,S2,,,,,1.0,-0.31214073300361633,0.03999998381110803,-0.732841432094574,0.22048502376052515,20.05,-6.35,,trench-juce\plugin\assets\cartridges\air_choke.raw.compiled.json
compiled-v1,air_choke,M0_Q100,0.0,1.0,2,S3,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.raw.compiled.json
compiled-v1,air_choke,M0_Q100,0.0,1.0,3,S4,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.raw.compiled.json
compiled-v1,air_choke,M0_Q100,0.0,1.0,4,S5,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.raw.compiled.json
compiled-v1,air_choke,M0_Q100,0.0,1.0,5,S6,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.raw.compiled.json
compiled-v1,air_choke,M0_Q100,0.0,1.0,6,S7,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.raw.compiled.json
compiled-v1,air_choke,M0_Q100,0.0,1.0,7,S8,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.raw.compiled.json
compiled-v1,air_choke,M0_Q100,0.0,1.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.raw.compiled.json
compiled-v1,air_choke,M0_Q100,0.0,1.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.raw.compiled.json
compiled-v1,air_choke,M0_Q100,0.0,1.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.raw.compiled.json
compiled-v1,air_choke,M0_Q100,0.0,1.0,11,S12,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.raw.compiled.json
compiled-v1,air_choke,M100_Q0,1.0,0.0,0,S1,,,,,1.0,-1.1313890889286995,0.3306250013411045,-1.2088319063186646,0.390625,11.96,-19.21,,trench-juce\plugin\assets\cartridges\air_choke.raw.compiled.json
compiled-v1,air_choke,M100_Q0,1.0,0.0,1,S2,,,,,1.0,-0.38682615756988525,0.039999965460310705,-1.0132719278335571,0.2744607514453037,12.96,-8.5,,trench-juce\plugin\assets\cartridges\air_choke.raw.compiled.json
compiled-v1,air_choke,M100_Q0,1.0,0.0,2,S3,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.raw.compiled.json
compiled-v1,air_choke,M100_Q0,1.0,0.0,3,S4,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.raw.compiled.json
compiled-v1,air_choke,M100_Q0,1.0,0.0,4,S5,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.raw.compiled.json
compiled-v1,air_choke,M100_Q0,1.0,0.0,5,S6,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.raw.compiled.json
compiled-v1,air_choke,M100_Q0,1.0,0.0,6,S7,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.raw.compiled.json
compiled-v1,air_choke,M100_Q0,1.0,0.0,7,S8,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.raw.compiled.json
compiled-v1,air_choke,M100_Q0,1.0,0.0,8,S9,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.raw.compiled.json
compiled-v1,air_choke,M100_Q0,1.0,0.0,9,S10,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.raw.compiled.json
compiled-v1,air_choke,M100_Q0,1.0,0.0,10,S11,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,trench-juce\plugin\assets\cartridges\air_choke.raw.compiled.json
